_id,fullName,fatherName,password,email,phone,cnic,dob,gender,education,address,city,country,course,preferredTimeSlot,isActive,role[0],bio,createdAt,updatedAt,__v,imageUrl,image,role,mobileNo,batchNo,proficiency,haveLaptop,rollNo
677d557f192a94f22fe13bab,Abdullah Bhatti,Mushtaq Ali Bhatti,$2b$12$yL0MqaxPPy/SHCOj5dMoteXWknPwlkIWzyPxbrkp3j.ESzU81w302,abdullah@gmail.com,03122255770,42501-1807249-3,1990-05-15T00:00:00.000Z,Male,Bachelor's in Computer Science,123 Main Street,Karachi,Pakistan,Web Development,Morning,true,admin,A passionate learner of technology.,2025-01-07T16:25:35.754Z,2025-01-23T09:28:30.711Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736793878/user_profiles/wlf5qsddbot0upwk8eyo.png,,,,,,,
677d5607192a94f22fe13baf,Sarah Khan,Ahmed Khan,$2b$12$v9THncKAgP0KCHoaM3dOGeh/Y4OuEBNXembEJAtQ.5S6D8ggEr6qK,sarahkhan@example.com,03123456789,2345678901234,2000-09-20T00:00:00.000Z,Female,High School,456 Elm Street,67814ac5befc47d950d28eed,67814ac5befc47d950d28eed,67815e164962ffade58c5c78,Afternoon,true,trainer,Aspiring data scientist with a strong interest in machine learning and AI.,2025-01-07T16:27:51.877Z,2025-01-20T18:44:21.924Z,0,,https://example.com/student-image.jpg,,,,,,
677e6f20de8121ad096f4862,Ahmed Ali,Imran Ali,$2b$12$eUZTREhtQssxrUA9mcd3R.WZ/uMZyddom04//SYhL5ObwYLYzpu6q,ahmedali1@example.com,03123456789,1234567890123,2002-04-15T00:00:00.000Z,Male,Intermediate,"Karachi, Sindh, Pakistan",Karachi,Pakistan,67815a02befc47d950d2956f,Morning,true,,Passionate about software development.,2025-01-08T12:27:12.444Z,2025-01-23T12:26:45.758Z,0,,profile1.jpg,trainer,,,,,
677e6f47de8121ad096f4865,Fatima Zahra,Mohammad Zahra,$2b$12$6ISWMnW4zX9R4gc0W4oTG.9AykJe7Z230vK9Bbna7C/Hg9eKV7s72,fatimazahra@example.com,03234567890,1234567890124,2005-07-22T00:00:00.000Z,Female,Matriculation,"Lahore, Punjab, Pakistan",Lahore,Pakistan,Blockchain,Afternoon,true,,A tech enthusiast looking to learn more about blockchain.,2025-01-08T12:27:51.704Z,2025-01-08T12:27:51.704Z,0,,profile2.jpg,student,,,,,
677e6f51de8121ad096f4868,Ali Rehman,Abdul Rehman,$2b$12$Jfa1QDpLKKiGtME8KgCjQeZvj/lGwGeK3JXOibsFBCrGqUROIqAyW,alirehman@example.com,03345678901,1234567890125,2003-11-05T00:00:00.000Z,Male,O-Levels,"Islamabad, Islamabad, Pakistan",Islamabad,Pakistan,Flutter,Evening,true,,Learning Flutter to build cross-platform mobile apps.,2025-01-08T12:28:01.901Z,2025-01-08T12:28:01.901Z,0,,profile3.jpg,student,,,,,
677e6f5ade8121ad096f486b,Mariam Khan,Raza Khan,$2b$12$bxDIT.e6SDx637HS.SIJg.5xSrJHONjxFbLoTzANSIgC7rmp.SACi,mariamlkhan@example.com,03456789012,1234567890126,2004-02-18T00:00:00.000Z,Female,Intermediate,"Peshawar, Khyber Pakhtunkhwa, Pakistan",Peshawar,Pakistan,Cyber Security,Morning,true,,Aspiring to become a Cyber Security expert.,2025-01-08T12:28:10.525Z,2025-01-08T12:28:10.525Z,0,,profile4.jpg,student,,,,,
677e6f62de8121ad096f486e,Hassan Malik,Shahid Malik,$2b$12$BwqkbdqyVmcvXm4v92rIhu.Qm8n8f7OyVxR1caqNWTSPDhUY8ZiS2,hassanmalik@example.com,03123456788,1234567890127,2003-09-10T00:00:00.000Z,Male,Bachelor's in Computer Science,"Rawalpindi, Punjab, Pakistan",Rawalpindi,Pakistan,Techno Kids for under 15 Years of age,Afternoon,true,,Interested in tech education for children.,2025-01-08T12:28:18.453Z,2025-01-08T12:28:18.453Z,0,,profile5.jpg,student,,,,,
677e6f6bde8121ad096f4871,Ayesha Syed,Sami Syed,$2b$12$qFaZJtS9d30RGAsUJIFFEO1b/fzYF/rwlC6nbjkptk8q3c732oQz.,ayeshasyed@example.com,03212345678,1234567890128,2000-06-11T00:00:00.000Z,Female,Bachelor's in Software Engineering,"Karachi, Sindh, Pakistan",Karachi,Pakistan,Devops,Evening,true,,Passionate about DevOps and automation.,2025-01-08T12:28:27.822Z,2025-01-08T12:28:27.822Z,0,,profile6.jpg,student,,,,,
677e6f73de8121ad096f4874,Zainab Iqbal,Faisal Iqbal,$2b$12$YlKniSXWprqrdqnVHRdzMu7IlmRB7rNtoSKQpt/e8yTRn2q1kd3Si,zainabiqbal@example.com,03323456789,1234567890129,2006-03-25T00:00:00.000Z,Female,O-Levels,"Faisalabad, Punjab, Pakistan",Faisalabad,Pakistan,Web and Mobile App Development,Morning,true,,Exploring the world of mobile app development.,2025-01-08T12:28:35.347Z,2025-01-08T12:28:35.347Z,0,,profile7.jpg,student,,,,,
677e6f7ade8121ad096f4877,Usman Tariq,Akbar Tariq,$2b$12$KkvaCJkEPnTFHqYz5HXzeOwO1iDMftgAtV/xEVtd9htnXXiN2Fu06,usmantariq@example.com,03456789013,1234567890130,1999-12-30T00:00:00.000Z,Male,Bachelor's in Information Technology,"Multan, Punjab, Pakistan",Multan,Pakistan,Blockchain,Afternoon,true,trainer,Interested in blockchain development.,2025-01-08T12:28:42.897Z,2025-01-20T18:13:13.981Z,0,,profile8.jpg,,,,,,
677e6f82de8121ad096f487a,Khadija Qureshi,Omar Qureshi,$2b$12$M7LCoo3Oaez0vaDm.2BvLepghzrr3PzJixUN3KrmH3Oo67sGqijQe,khadijaqureshi@example.com,03123456790,1234567890131,2003-09-18T00:00:00.000Z,Female,Matriculation,"Quetta, Balochistan, Pakistan",Quetta,Pakistan,Flutter,Evening,true,,Learning Flutter for mobile apps.,2025-01-08T12:28:50.933Z,2025-01-08T12:28:50.933Z,0,,profile9.jpg,student,,,,,
677e6f8bde8121ad096f487d,Imran Anwar,Shahbaz Anwar,$2b$12$..Z3OuM9Rbr5OpxyijyFRueaXgGHLvWNtM3LJA/P2gDWSHlhfbKT6,imrananwar@example.com,03234567891,1234567890132,2001-01-10T00:00:00.000Z,Male,O-Levels,"Sialkot, Punjab, Pakistan",Sialkot,Pakistan,Cyber Security,Morning,true,,Aspiring to protect networks and data.,2025-01-08T12:28:59.249Z,2025-01-08T12:28:59.249Z,0,,profile10.jpg,student,,,,,
677e6facde8121ad096f4880,Amina Shah,Naveed Shah,$2b$12$TBVQFpTne0CDxrVGkEiPROLQdq7MoIr3Jm9cxkRbPemKOiJqAjVFS,aminashah@example.com,03123456791,1234567890133,2002-03-25T00:00:00.000Z,Female,Intermediate,"Karachi, Sindh, Pakistan",Karachi,Pakistan,Devops,Morning,true,,Learning about cloud and DevOps.,2025-01-08T12:29:32.642Z,2025-01-08T12:29:32.642Z,0,,profile11.jpg,student,,,,,
677e6fb5de8121ad096f4883,Fahad Akhtar,Usman Akhtar,$2b$12$wQcj97yUcOv0TnlTdR/Y4efLc/WzgBTnSmbrI9wCRbmvesmHAkX7u,fahadakhtar@example.com,03123456792,1234567890134,2001-08-13T00:00:00.000Z,Male,O-Levels,"Karachi, Sindh, Pakistan",Karachi,Pakistan,Blockchain,Afternoon,true,,Passionate about the future of cryptocurrency.,2025-01-08T12:29:41.657Z,2025-01-08T12:29:41.657Z,0,,profile12.jpg,student,,,,,
677e6fbede8121ad096f4886,Sana Iqbal,Mohammad Iqbal,$2b$12$iQkUQDX9xrHTeGJvkNhAYOZCeqVE.v5TGp6BfQM5cbYi1epjvx2NG,sanaiqbal@example.com,03123456793,1234567890135,2004-12-22T00:00:00.000Z,Female,Matriculation,"Karachi, Sindh, Pakistan",Karachi,Pakistan,Techno Kids for under 15 Years of age,Evening,true,,A young mind fascinated by technology.,2025-01-08T12:29:50.245Z,2025-01-08T12:29:50.245Z,0,,profile13.jpg,student,,,,,
677e6fc5de8121ad096f4889,Asad Ali,Saleem Ali,$2b$12$PjGXwjZAZtZxZ1t1LtyWZ.mQ6Kv2HfzLF0AdG.Gf1p2VDXnUtrjG.,asadali@example.com,03234567892,1234567890136,2005-11-17T00:00:00.000Z,Male,O-Levels,"Karachi, Sindh, Pakistan",Karachi,Pakistan,Web and Mobile App Development,Morning,true,,Learning full-stack development.,2025-01-08T12:29:57.513Z,2025-01-08T12:29:57.513Z,0,,profile14.jpg,student,,,,,
677e6fcede8121ad096f488c,Nida Khan,Zahid Khan,$2b$12$memiCBLl6Mp97Ox6eSjDYO2kX4IWTNsADrNBXsotexAkcOIIgq0yS,nidakhan@example.com,03345678901,1234567890137,2003-03-14T00:00:00.000Z,Female,Intermediate,"Karachi, Sindh, Pakistan",Karachi,Pakistan,Cyber Security,Afternoon,true,,Building skills to protect the internet.,2025-01-08T12:30:06.295Z,2025-01-08T12:30:06.295Z,0,,profile15.jpg,student,,,,,
677e6fd7de8121ad096f488f,Usman Aslam,Ahmad Aslam,$2b$12$33PoxqlrBAFmEzV7RZMtzOresDknFEXcV/YvqNUm.rY0TmZ5/Tw7y,usmanaslam@example.com,03456789014,1234567890138,2000-05-30T00:00:00.000Z,Male,Bachelor's in Computer Science,"Karachi, Sindh, Pakistan",Karachi,Pakistan,Flutter,Evening,true,,Mobile developer working on cross-platform apps.,2025-01-08T12:30:15.341Z,2025-01-08T12:30:15.341Z,0,,profile16.jpg,student,,,,,
677e6fdfde8121ad096f4892,Mariam Ahmed,Jameel Ahmed,$2b$12$wn9QrXWSz1cvTw9ae74lm.SJUf9SZmiulvUroMf.Rb1cf77tQeKBW,mariamahmed@example.com,03212345679,1234567890139,2003-07-04T00:00:00.000Z,Female,O-Levels,"Karachi, Sindh, Pakistan",Karachi,Pakistan,Web and Mobile App Development,Morning,true,,Aspiring to build beautiful and functional web apps.,2025-01-08T12:30:23.503Z,2025-01-08T12:30:23.503Z,0,,profile17.jpg,student,,,,,
677e6fe8de8121ad096f4895,Bilal Tariq,Rizwan Tariq,$2b$12$2qnVoUgHk0n6WYU6p2uBVOY5TXv/U7i/2GU6o7mqZOF8Tl2gU4qxa,bilaltariq@example.com,03123456794,1234567890140,2004-10-20T00:00:00.000Z,Male,Intermediate,"Karachi, Sindh, Pakistan",Karachi,Pakistan,Blockchain,Afternoon,true,,Exploring the potential of blockchain technology.,2025-01-08T12:30:32.435Z,2025-01-08T12:30:32.435Z,0,,profile18.jpg,student,,,,,
677e6ff0de8121ad096f4898,Sana Ahmed,Adeel Ahmed,$2b$12$X.YP1eaSyJqPEGMCINGp8e8AZXNxNYL0wdqwcsvbtamgv0GPspCLC,sanaahmed@example.com,03323456790,1234567890141,2005-02-09T00:00:00.000Z,Female,Matriculation,"Karachi, Sindh, Pakistan",Karachi,Pakistan,Techno Kids for under 15 Years of age,Morning,true,,Enjoys learning about the digital world at a young age.,2025-01-08T12:30:40.117Z,2025-01-08T12:30:40.117Z,0,,profile19.jpg,student,,,,,
677e7e90de8121ad096f5808,abdullah,,$2b$12$MvzJoy1VyP/ZtkNjkA/Yp.MRsQ2QJNT39MhQgT1/PDJU6y.A1oGqm,abdullah123@gmail.com,03122255770,4250118072493,,Male,,,,,,,true,admin,,2025-01-08T13:33:04.540Z,2025-01-20T18:27:56.119Z,0,,,,,,,,
6783dedfd297ca8d065b9108,Abdullah Bhatti,Mushtaq Ali Bhatti,,bhatti123@gmail.com,,4250118072493,1970-01-01T05:31:10.116Z,Male,3,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T15:25:19.573Z,2025-01-12T15:25:19.573Z,0,,,user,03122255770,67815e4f84ce81f520291157,Intermediate,Yes,
6783e54ccf6bb44d62614667,minhaj,rizwan,,minhaj@gmail.com,,1234567890321,1970-01-01T05:31:10.116Z,Male,3,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T15:52:44.357Z,2025-01-12T15:52:44.357Z,0,,,user,03181014410,67815e4f84ce81f520291157,Intermediate,Yes,
6783e5d9cf6bb44d62614671,minhaj,rizwan,,minhaj1122@gmail.com,,1236547890321,1970-01-01T05:31:10.116Z,Male,3,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T15:55:05.946Z,2025-01-12T15:55:05.946Z,0,,,user,03181014410,67815e4f84ce81f520291157,Intermediate,Yes,
6783e7114ee3d53a71a5c4c2,minhajahmad,rizwanbhatti,,minhaj1123@gmail.com,,1556547890321,1970-01-01T05:31:10.116Z,Male,3,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T16:00:17.314Z,2025-01-12T16:00:17.314Z,0,,,user,03181014410,67815e4f84ce81f520291157,Intermediate,Yes,
6783e7c04ee3d53a71a5c4c9,minhajahmad,rizwanbhatti,,minhajahmad1123@gmail.com,,1556547890321,1970-01-01T05:31:10.116Z,Male,3,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T16:03:12.083Z,2025-01-12T16:03:12.083Z,0,,,user,03144014422,67815e4f84ce81f520291157,Intermediate,Yes,
6783e8124ee3d53a71a5c4ce,minhajahmad,rizwanbhatti,,minhaasdfjahmad1123@gmail.com,,1556547890321,1970-01-01T05:31:10.116Z,Male,3,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T16:04:34.773Z,2025-01-12T16:04:34.773Z,0,,,user,03199014422,67815e4f84ce81f520291157,Intermediate,Yes,
6783f8bb4ee3d53a71a5c4e5,Noman Ahmad,Mushtaq Ali Bhatti,,nomanahmad@gmail.com,,4220118072493,1970-01-01T05:31:51.103Z,Male,2,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T17:15:39.270Z,2025-01-12T17:15:39.270Z,0,,,user,03340293963,67815e4f84ce81f520291157,Intermediate,Yes,
678434116f568976ed569d9c,asdgfsdfsdf,sdfgsdfgdfg,,asfgsfd@gmail.com,,42501-2255770-4,1970-01-01T05:30:50.101Z,Male,4,asdfasdfsf,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T21:28:49.624Z,2025-01-12T21:28:49.624Z,0,,,user,03125522633,67815e4f84ce81f520291157,Intermediate,Yes,
678438fb88af88d8ceea6fe2,zzzzzzzzzz,asdfasdfsadf,,asdfasdfasdfafdsf@gmail.com,,42501-1111111-3,1970-01-01T05:31:10.101Z,Male,6,ansdlknaslkdfnaslkfdn,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T21:49:47.298Z,2025-01-12T21:49:47.298Z,0,,,user,03252211335,67815e4f84ce81f520291157,Intermediate,Yes,
67843c419637d065e0a6e1ca,eeeeeeeeeeeee,rrrrrrrrrrrrrrr,,ddddddddd@gmail.com,,42501-2221166-6,1970-01-01T05:31:10.101Z,Male,2,a;asdl/kfns,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T22:03:45.109Z,2025-01-12T22:03:45.109Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736719424/user_profiles/sb3lnygpascrkrpdwuwr.jpg,,user,03212255779,67815e4f84ce81f520291157,Intermediate,Yes,
67843e6e857d80ff67f4bfab,asdfasdfasdf,asdfasdfasdfasdfasfd,,asdfasdfasfdasdf@gmail.com,,42501-2255889-5,1970-01-01T05:31:10.101Z,Male,2,askjbdfkjasbf.jsbf,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T22:13:02.937Z,2025-01-12T22:13:02.937Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736719982/user_profiles/zdcixoflgb0otzxqoddp.jpg,,user,03125522113,67815e4f84ce81f520291157,Intermediate,Yes,
67843f9d1b12aecb2d98f74d,owais ahmad,qasim ali,,owaisqasim@gmail.com,,42501-1805413-3,1970-01-01T05:30:50.101Z,Male,3,karachi karachi karachi,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-12T22:18:05.652Z,2025-01-12T22:18:05.652Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736720285/user_profiles/xgykmwdglgsfupyjetx2.jpg,,user,03251144556,67815e4f84ce81f520291157,Intermediate,Yes,
678535fa72f7298415e88db3,Jahangir,Qasim,,jahangir@gmail.com,,42501-5525566-7,1970-01-01T05:31:10.101Z,Male,Graduate,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-13T15:49:14.545Z,2025-01-13T15:49:14.545Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736783353/user_profiles/sxqbyvuvtyhvhwloybg0.jpg,,user,03342033325,67815e4f84ce81f520291157,Intermediate,Yes,
678541b672f7298415e88e00,abiha,abdullah,,abiha@gmail.com,,42201-0395282-4,1970-01-01T05:33:20.101Z,Female,Graduate,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-13T16:39:18.148Z,2025-01-13T16:39:18.148Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736786357/user_profiles/cmxxzmgnojq9ibqit7wt.png,,user,03150445269,67815e4f84ce81f520291157,Intermediate,Yes,
6785440972f7298415e88e09,mishal,abdullah,,mishal@gmail.com,,22556-6655441-6,1970-01-01T05:30:50.101Z,Female,Graduate,aksdnf;laksdnf;alskndf,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-13T16:49:13.348Z,2025-01-13T16:49:13.348Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736786952/user_profiles/mgqehz8velayyqnsgf5e.jpg,,user,03363355885,67815e4f84ce81f520291157,Intermediate,Yes,
678544f572f7298415e88e14,ayesha,noman,,ayesha@gmail.com,,52025-3322114-5,1970-01-01T05:31:40.101Z,Female,Graduate,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-13T16:53:09.825Z,2025-01-13T16:53:09.825Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736787189/user_profiles/ijiujm7h3r6nvzxpwncl.jpg,,user,03150445526,67815e4f84ce81f520291157,Intermediate,No,
6785474f72f7298415e88e23,anees,qasim,,anees@gmail.com,,42501-1144995-5,1970-01-01T05:30:50.101Z,Male,Undergraduate,;lkansdf;lkasdf;lkasdfkl,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-13T17:03:11.796Z,2025-01-13T17:03:11.796Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736787790/user_profiles/cuntzsop4krwmfwo9yvj.jpg,,user,03252255669,67815e4f84ce81f520291157,Intermediate,Yes,
678548be260818202754cb4f,yameen,rashid,,yameeasdfn@gmail.com,,42501-8855996-6,1970-01-01T05:28:20.101Z,Male,Intermediate,a;slkdnfa;lskdnfaslkndf,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-13T17:09:18.624Z,2025-01-13T17:09:18.624Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736788157/user_profiles/af1d1odsl8t9nrk3ahvd.jpg,,user,03251143356,67815e4f84ce81f520291157,Intermediate,No,
67854a29260818202754cb6a,asdfasdfasdfasdf,asdfasdfasdfasdfasdf,,asdfasdfasdfasfd@gmail.com,,33221-3366559-9,1970-01-01T05:30:50.101Z,Male,Graduate,asdfasdfasdfasfdasf,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-13T17:15:21.884Z,2025-01-13T17:15:21.884Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736788520/user_profiles/aanzcis9xxe1hdnejwiz.jpg,,user,03252266335,67815e4f84ce81f520291157,Intermediate,Yes,
67855f17d43c6da3477ac95c,iirfan,aahmad,,iirfan@gmail.com,,11225-6655449-5,1970-01-01T05:30:50.101Z,Male,Undergraduate,asdfasdfasdf,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-13T18:44:39.336Z,2025-01-13T18:44:39.336Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1736793878/user_profiles/wlf5qsddbot0upwk8eyo.png,,user,03253820122,67815e4f84ce81f520291157,Intermediate,No,
678a567d82b4ab5f05493577,sarfaraz,saleem,,sarfaraz123@gmail.com,,42501-5386335-4,1970-01-01T05:29:51.122Z,Male,Masters,sachal goth,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-17T13:09:17.448Z,2025-01-17T13:09:17.448Z,0,,,user,03252211344,67815e4f84ce81f520291157,Intermediate,Yes,
678a58c3e0eabe6d6ed39ab1,Sarfaraz Mughal,saleem mughal,,sarfarazhussain@gmail.com,,42666-9999999-5,1970-01-01T05:29:51.122Z,Male,Undergraduate,sachal goth,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-17T13:18:59.985Z,2025-01-17T13:18:59.985Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737119938/user_profiles/ijmuinu4wihik8h0fmxh.jpg,,user,03363355669,67815e4f84ce81f520291157,Intermediate,Yes,
678a5dcfe0eabe6d6ed39ad7,Hanzala,Sarfaraz,,hanzala@gmail.com,,42501-4455889-1,1970-01-01T05:29:50.101Z,Male,Graduate,sachal goth,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-17T13:40:31.091Z,2025-01-17T13:40:31.091Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737121229/user_profiles/quxe4bzqyc4usttjihhp.jpg,,user,03333368085,67815e4f84ce81f520291157,Intermediate,No,
678a5edae0eabe6d6ed39ae1,sdf,sf,,sar@hotmail.com,,42201-0784922-9,1970-01-01T05:29:52.211Z,Male,Masters,ewe,67814ac5befc47d950d28eed,,67815a02befc47d950d2956f,,,,,2025-01-17T13:44:58.674Z,2025-01-17T13:44:58.674Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737121497/user_profiles/b7d8sbdnpfqtlksmvp8g.jpg,,user,03353020420,67815eff84ce81f520291293,Beginner,Yes,
